Genus	predicted_mobility	Relaxase	PCN	Multiple_replicons	Length_chr	gc	Number_plasmids	Predicted_ptu	Logsize
Escherichia	mobilizable	No MOB	35.1599582636914	Single replicons	4619411	51.5796260477112	4	PTU-E9	3.1906117978136
Enterobacter	mobilizable	Multiple MOB	34.9909092629127	Multiple replicons	4742410	52.2625752573315	4	PTU-E1	3.71172289182723
Klebsiella	mobilizable	Multiple MOB	34.9424638125565	Single replicons	5342507	0.543824701195219	8	PTU-E3	3.54580175715928
Enterobacter	mobilizable	Multiple MOB	34.933490709201	Single replicons	4939254	52.5193393267824	7	PTU-E3	3.67970038087196
Escherichia	mobilizable	MOBP	34.9256971742474	Single replicons	4829544	55.3380782918149	9	PTU-E1	3.5278875659527
Klebsiella	non-mobilizable	No MOB	34.8151624414877	Single replicons	5382288	0.574370709382151	3	PTU-E11	3.24254142829838
Klebsiella	mobilizable	Multiple MOB	34.7998128728515	Single replicons	5356183	0.543540125213432	4	PTU-E3	3.54580175715928
Enterobacter	mobilizable	MOBP	34.7433429190601	Single replicons	4769962	51.8637274549098	4	PTU-E3	3.69810054562339
Klebsiella	non-mobilizable	No MOB	34.420592399388	Single replicons	5334486	0.574370709382151	4	PTU-E11	3.24254142829838
Escherichia	mobilizable	MOBP	34.35079018019	Single replicons	4800279	55.3084223013049	10	PTU-E1	3.5278875659527
Klebsiella	non-mobilizable	No MOB	34.3332856444426	Single replicons	5240044	0.473975445270621	8	PTU-E71	3.76215319230359
Acinetobacter	mobilizable	MOBP	34.2728738274972	Single replicons	3798644	0.392398815399803	3	PTU-Pse11	3.78376069574392
Enterobacter	mobilizable	Multiple MOB	34.2272977788164	Single replicons	4817823	55.517578125	4	PTU-E3	3.61235994796777
Escherichia	mobilizable	MOBF	34.1698464828461	Single replicons	4612513	45.5977496483826	2	PTU-E1	3.55083960506578
Klebsiella	mobilizable	Multiple MOB	34.0069383088985	Single replicons	5240044	0.524937133277452	8	PTU-E3	3.6787004349983
Escherichia	mobilizable	Multiple MOB	33.9921666092671	Single replicons	4565833	51.0506003430532	8	PTU-E3	3.66875854175096
Klebsiella	mobilizable	MOBP	33.8708740517715	Single replicons	5306794	0.532852165256347	8	PTU-E3	3.60400993241223
Escherichia	mobilizable	MOBP	33.6842005198466	Single replicons	5189151	48.9482660602615	9	PTU-E1	3.72238709417712
Escherichia	mobilizable	MOBQ	33.5160887914405	Single replicons	5180264	52.1727539322847	6	PTU-E7	3.57414706415072
Escherichia	mobilizable	MOBF	33.3481733260205	Single replicons	5546361	45.9873086972751	2	PTU-E1	3.42797271360821
Staphylococcus	mobilizable	No MOB	33.2970187307882	Single replicons	2917985	0.292138268583665	2	PTU-Bac16	3.51441492058037
Staphylococcus	non-mobilizable	No MOB	33.1686639018189	Single replicons	2837533	0.308127780024262	1	PTU-Bac20	3.3932241163613
Staphylococcus	non-mobilizable	No MOB	33.1312384266364	Single replicons	2834886	0.308127780024262	1	PTU-Bac20	3.3932241163613
Staphylococcus	mobilizable	No MOB	32.9868380938912	Single replicons	2864344	0.292138268583665	2	PTU-Bac16	3.51441492058037
Klebsiella	mobilizable	Multiple MOB	32.9139737206153	Single replicons	5230117	0.563450201675458	3	PTU-E3	3.50826030551233
Escherichia	mobilizable	MOBF	32.803609157926	Single replicons	5050943	46.8956823195714	2	PTU-E1	3.50147007210041
Salmonella	mobilizable	No MOB	32.7493763223148	Single replicons	4679617	0.555820610687023	3	PTU-E11	3.32139127831169
Escherichia	mobilizable	No MOB	32.7125260275339	Single replicons	4779689	51.0619069136918	6	PTU-E3	3.34498141392726
Staphylococcus	non-mobilizable	No MOB	32.6696115253964	Single replicons	2748803	0.300375831165077	1	PTU-Bac16	3.53895056201436
Escherichia	mobilizable	No MOB	32.5610033987364	Single replicons	4619408	47.2213693583052	4	PTU-E58	3.51281775856487
Escherichia	mobilizable	MOBP	32.4866345069904	Single replicons	5524652	50.3520599250936	4	PTU-E14	3.82445127003661
Klebsiella	non-mobilizable	No MOB	32.4579044330322	Single replicons	5850397	0.415461973601509	8	PTU-E71	3.67879143436624
Klebsiella	mobilizable	MOBP	32.3738580553013	Single replicons	5252324	0.501576117188949	7	PTU-E3	3.73183042028816
Klebsiella	mobilizable	No MOB	32.2878156414982	Single replicons	5126929	0.514613778705637	6	PTU-E76	3.28239550474253
Escherichia	mobilizable	No MOB	32.2784452439307	Single replicons	4737400	51.063829787234	8	PTU-E9	3.1906117978136
Escherichia	non-mobilizable	No MOB	32.122555427891	Single replicons	5186323	50.8626198083067	5	PTU-E9	3.19451434188247
Klebsiella	mobilizable	MOBC	32.0086693573624	Single replicons	5421726	0.550596421471173	4	PTU-E4	4.00259798071991
Enterobacter	mobilizable	MOBP	31.9043562490492	Single replicons	4879702	56.2829661805771	3	PTU-E3	3.50826030551233
Escherichia	mobilizable	No MOB	31.7590953539924	Single replicons	5043071	51.7902813299233	4	PTU-E9	3.19423674872383
Enterobacter	mobilizable	MOBP	31.7327680238163	Single replicons	4953590	56.997613860359	4	PTU-Q2	3.98403198027118
Klebsiella	non-mobilizable	No MOB	31.6706860961627	Single replicons	5306794	0.474148365900052	8	PTU-E71	3.76215319230359
Escherichia	mobilizable	Multiple MOB	31.5987102874958	Single replicons	4965339	51.4615573569148	5	PTU-E10	3.6097011023794
Staphylococcus	non-mobilizable	No MOB	31.5576720348714	Single replicons	2474434	0.290659699542782	3	PTU-Bac19	3.48600518636224
Escherichia	mobilizable	No MOB	31.3605445189466	Single replicons	5705580	42.1695402298851	6	PTU-E9	3.44466923093852
Escherichia	mobilizable	MOBQ	31.3532901468851	Single replicons	5151251	51.4489194499018	10	PTU-E10	3.6098077693287
Enterobacter	mobilizable	Multiple MOB	31.2713298866788	Single replicons	4950718	53.0067332249826	5	PTU-E3	3.6341748717626
Salmonella	mobilizable	MOBP	31.1235995961322	Single replicons	4809628	0.551304863582444	6	PTU-E1	3.5278875659527
Escherichia	mobilizable	MOBP	30.8440132273724	Single replicons	4612513	48.5482172408605	2	PTU-E1	3.82262567877414
Escherichia	mobilizable	MOBP	30.8048282877336	Single replicons	5041266	46.8402738803457	5	PTU-E1	3.94982895893531
Salmonella	non-mobilizable	No MOB	30.7725635164103	Single replicons	5121080	0.516042780748663	3	PTU-E76	3.35102285258412
Escherichia	mobilizable	MOBQ	30.5383634268439	Single replicons	5058969	47.5609756097561	9	PTU-E7	3.7131544018373
Klebsiella	mobilizable	Multiple MOB	30.4769561458229	Single replicons	5356183	0.563450201675458	4	PTU-E3	3.50826030551233
Escherichia	mobilizable	MOBQ	30.4535779185317	Single replicons	5024955	52.1066666666667	10	PTU-E7	3.57403126772772
Klebsiella	non-mobilizable	No MOB	30.4488529474482	Single replicons	5349282	0.415893056071296	8	PTU-E71	3.73126634907549
Escherichia	mobilizable	MOBP	30.399222017107	Single replicons	4907913	44.9105762861559	3	PTU-E1	3.95703231634694
Escherichia	mobilizable	No MOB	30.2800438379721	Single replicons	5121811	51.8041237113402	8	PTU-E9	3.19089171692217
Escherichia	mobilizable	No MOB	30.2799574189222	Single replicons	5068537	44.8984903695992	10	PTU-E14	3.88558735618966
Salmonella	mobilizable	No MOB	30.2644602982346	Single replicons	4944501	0.56912209889001	1	PTU-E11	3.29710365014926
Klebsiella	mobilizable	MOBC	30.1142492375899	Single replicons	5292859	0.551861415967291	5	PTU-E4	3.96820266814285
Enterobacter	mobilizable	Multiple MOB	30.0898938698348	Single replicons	4779833	52.5193393267824	4	PTU-E3	3.67970038087196
Enterococcus	non-mobilizable	No MOB	29.9190718806688	Single replicons	2831554	0.385373443983402	5	PTU-Lab37	3.28510702956681
Klebsiella	mobilizable	Multiple MOB	29.8522050367052	Single replicons	5830739	0.563384712173639	2	PTU-E3	3.50229052791477
Klebsiella	non-mobilizable	No MOB	29.7171536569825	Single replicons	6041083	0.419348972540462	9	PTU-E71	3.74028371968188
Escherichia	mobilizable	MOBQ	29.697360264748	Single replicons	5115059	49.9509081983309	7	PTU-E10	3.61002102466414
Staphylococcus	non-mobilizable	No MOB	29.6593366714659	Single replicons	2384550	0.304295463669209	7	PTU-Bac15	3.39637372753651
Escherichia	mobilizable	No MOB	29.5316347146094	Single replicons	4565833	51.8685567010309	8	PTU-E9	3.19089171692217
Escherichia	mobilizable	MOBQ	29.45978170245	Single replicons	5194327	51.3626319666094	5	PTU-E10	3.609914410086
Escherichia	non-mobilizable	No MOB	29.4363710376227	Single replicons	4794992	46.199782844734	8	PTU-E71	3.56631962152481
Escherichia	mobilizable	MOBQ	29.422368692207	Single replicons	5189151	47.5324172634024	9	PTU-E7	3.71323846154566
Staphylococcus	mobilizable	No MOB	29.323503762848	Single replicons	2874400	0.28736	1	PTU-Bac16	3.49485002168009
Escherichia	mobilizable	No MOB	29.3216596511251	Single replicons	4600545	55.6201550387597	3	PTU-E11	3.31470969295517
Escherichia	mobilizable	MOBP	29.288787973203	Single replicons	5024955	47.3805718344877	10	PTU-E22	3.75058552734101
Staphylococcus	mobilizable	No MOB	29.2182806167706	Single replicons	2864345	0.292138268583665	2	PTU-Bac16	3.51441492058037
Escherichia	mobilizable	MOBQ	29.1200397514849	Single replicons	4686461	47.5517708534933	7	PTU-E7	3.71323846154566
Escherichia	non-mobilizable	No MOB	29.112451402466	Single replicons	4803771	47.2701149425287	7	PTU-E47	3.31973049433022
Escherichia	mobilizable	No MOB	29.1114877473195	Single replicons	5023252	57.3158425832492	6	PTU-E11	3.29710365014926
Staphylococcus	mobilizable	Multiple MOB	29.0542870505847	Multiple replicons	2504445	0.303255186372069	7	PTU-Bac21	4.07401144600895
Enterobacter	mobilizable	MOBP	29.0347812266184	Single replicons	4779833	55.0648374365721	4	PTU-E3	3.72599325892472
Enterobacter	mobilizable	MOBP	28.9390331834112	Single replicons	4741421	55.5963302752294	4	PTU-E3	3.5814945422909
Enterobacter	non-mobilizable	No MOB	28.8452369888137	Single replicons	4576220	48.9701704545455	12	PTU-E71	3.44963265047007
Escherichia	mobilizable	No MOB	28.7693676847714	Single replicons	4711093	51.8041237113402	10	PTU-E9	3.19089171692217
Escherichia	mobilizable	MOBF	28.7201708322157	Single replicons	4747694	46.9587141506461	3	PTU-E1	3.50147007210041
Staphylococcus	mobilizable	No MOB	28.6734192415485	Single replicons	2872210	0.28736	1	PTU-Bac16	3.49485002168009
Klebsiella	non-mobilizable	No MOB	28.6309788569189	Single replicons	5252135	0.448803191489362	4	PTU-E71	3.65436909097529
Enterobacter	mobilizable	No MOB	28.605912358987	Multiple replicons	4768221	50.8856372737774	6	PTU-E76	3.71550194529328
Salmonella	mobilizable	MOBP	28.4877469946128	Single replicons	4722156	0.551897983392645	7	PTU-E1	3.5278875659527
Salmonella	mobilizable	MOBF	28.429141348243	Single replicons	4809628	0.433564326604399	6	PTU-E1	3.5210072524086
Escherichia	mobilizable	MOBP	28.4013661387985	Single replicons	4811585	48.5482172408605	6	PTU-E1	3.82262567877414
Escherichia	non-mobilizable	No MOB	28.3897556760823	Single replicons	5165674	51.1659807956104	10	PTU-E9	3.16375752398196
Escherichia	mobilizable	MOBF	28.3781457598712	Single replicons	5498884	46.7991169977925	2	PTU-E1	3.50119624202709
Escherichia	mobilizable	No MOB	28.3677289084282	Single replicons	4599592	55.6201550387597	3	PTU-E11	3.31470969295517
Escherichia	mobilizable	MOBP	28.2150373730064	Single replicons	4631526	56.2829661805771	6	PTU-E3	3.50826030551233
Escherichia	mobilizable	MOBQ	28.2036109186402	Single replicons	4939546	51.1485451761103	5	PTU-E19	3.59306443165872
Klebsiella	mobilizable	MOBF	28.1968638886757	Single replicons	5354058	0.451913477537438	5	PTU-E1	3.47784447633876
Escherichia	mobilizable	MOBQ	28.1707337234441	Single replicons	4829544	51.4608396759146	9	PTU-E10	3.609914410086
Salmonella	mobilizable	Multiple MOB	28.0995321023966	Single replicons	4724618	0.541754881204423	2	PTU-E3	3.62849110496712
Staphylococcus	non-mobilizable	No MOB	28.0701218051687	Single replicons	2915384	0.307815631262525	2	PTU-Bac20	3.39707054995941
Escherichia	non-mobilizable	No MOB	27.9661999439922	Single replicons	4944762	47.1367723615712	3	PTU-E47	3.32489949705231
Salmonella	mobilizable	Multiple MOB	27.8396811179935	Single replicons	4633429	0.547886690647482	5	PTU-E3	3.648164778574
Enterobacter	mobilizable	Multiple MOB	27.7781357451827	Single replicons	4878509	56.2829661805771	4	PTU-E3	3.50826030551233
Escherichia	mobilizable	MOBQ	27.7569615645796	Single replicons	4986004	49.5722317281838	10	PTU-E10	3.61182947949837
Staphylococcus	mobilizable	No MOB	27.6846654623567	Single replicons	2856605	0.292406613594611	2	PTU-Bac16	3.51401618040065
Salmonella	mobilizable	No MOB	27.6389613785997	Single replicons	4719399	0.535926955140929	2	PTU-E11	3.40122816749811
Enterobacter	mobilizable	Multiple MOB	27.5586504148539	Single replicons	4717539	52.5193393267824	2	PTU-E3	3.67970038087196
Escherichia	mobilizable	No MOB	27.549138050016	Single replicons	4557302	51.8685567010309	5	PTU-E9	3.19089171692217
Staphylococcus	non-mobilizable	No MOB	27.3438355565806	Single replicons	2918239	0.308127780024262	1	PTU-Bac20	3.3932241163613
Escherichia	non-mobilizable	No MOB	27.2752999405071	Single replicons	4824195	47.1680152308425	4	PTU-E47	3.32242605240595
Escherichia	non-mobilizable	No MOB	27.1012639823777	Single replicons	4817293	47.2222222222222	6	PTU-E47	3.31973049433022
Escherichia	mobilizable	MOBQ	27.0287881419566	Single replicons	5077511	51.4615573569148	3	PTU-E10	3.6097011023794
Enterobacter	mobilizable	Multiple MOB	27.0248731929847	Single replicons	4779833	52.4417885843808	4	PTU-E3	3.68601029131529
Escherichia	mobilizable	Multiple MOB	26.9573726347036	Single replicons	4730551	48.5680011995802	5	PTU-E1	3.82406071741865
Salmonella	mobilizable	MOBP	26.8770539253303	Single replicons	4720010	0.464922322158626	12	PTU-E1	3.7863964613723
Salmonella	mobilizable	MOBQ	26.8140337159101	Single replicons	4740209	0.55384978743505	5	PTU-E20	3.62675085368339
Escherichia	mobilizable	No MOB	26.7940797530801	Single replicons	4735863	51.610824742268	3	PTU-E9	3.19089171692217
Escherichia	non-mobilizable	No MOB	26.7695456102492	Single replicons	4711093	47.1680152308425	10	PTU-E47	3.32242605240595
Enterobacter	mobilizable	MOBP	26.6882474315313	Single replicons	4779833	55.0648374365721	4	PTU-E3	3.72599325892472
Escherichia	mobilizable	No MOB	26.6774531111386	Single replicons	4907133	55.5820610687023	11	PTU-E11	3.32139127831169
Klebsiella	non-mobilizable	No MOB	26.6346637957503	Single replicons	5460602	0.463956269217629	7	PTU-E71	3.46642272243379
Escherichia	mobilizable	MOBP	26.6120484246669	Single replicons	5018637	49.5494898635219	4	PTU-E14	4.17880434565538
Escherichia	mobilizable	No MOB	26.5616860930132	Single replicons	5607499	51.8855656697009	4	PTU-E9	3.18695633546541
Escherichia	mobilizable	No MOB	26.4840346095455	Single replicons	5251940	50.9252912954078	5	PTU-E9	3.16405529189345
Escherichia	mobilizable	No MOB	26.4241886396385	Single replicons	4727989	51.8685567010309	5	PTU-E9	3.19089171692217
Escherichia	mobilizable	MOBP	26.3944445149965	Single replicons	4866904	49.4865789947757	3	PTU-E1	3.74437122733186
Escherichia	mobilizable	MOBQ	26.3898232953121	Single replicons	5115059	47.5517708534933	7	PTU-E7	3.71323846154566
Escherichia	mobilizable	MOBQ	26.3643921864631	Single replicons	5278133	49.4120529152376	11	PTU-E10	3.61087300038005
Escherichia	mobilizable	No MOB	26.3459853790755	Single replicons	4859834	50.7807620237352	6	PTU-E9	3.2043913319193
Escherichia	non-mobilizable	No MOB	26.2612201770706	Single replicons	5054263	47.1367723615712	5	PTU-E47	3.32489949705231
Escherichia	mobilizable	MOBP	26.2583549221377	Single replicons	4565833	48.5632616217843	8	PTU-E1	3.82262567877414
Staphylococcus	mobilizable	No MOB	26.2424648208077	Single replicons	2856112	0.28736	2	PTU-Bac16	3.49485002168009
Staphylococcus	mobilizable	No MOB	26.1516722821299	Multiple replicons	2879025	0.285418183855246	2	PTU-Bac17	4.25166254998979
Enterococcus	non-mobilizable	No MOB	26.1481047746329	Single replicons	2874289	0.387878787878788	6	PTU-Lab37	3.29666519026153
Klebsiella	mobilizable	No MOB	25.9507633226054	Single replicons	5304972	0.411240721102863	7	PTU-E58	3.67348169707335
Escherichia	mobilizable	MOBQ	25.9169256747611	Single replicons	4917286	49.7920234891118	4	PTU-E10	3.61140463771159
Klebsiella	mobilizable	MOBC	25.9001372014677	Single replicons	5352213	0.532168550873587	4	PTU-E4	3.98811284026835
Escherichia	non-mobilizable	No MOB	25.7540066083586	Single replicons	5018137	47.1517472474868	8	PTU-E47	3.31993843998031
Escherichia	non-mobilizable	No MOB	25.7502146297006	Single replicons	4989393	47.1117424242424	5	PTU-E47	3.32469391386177
Klebsiella	mobilizable	MOBQ	25.6635921681698	Single replicons	5317588	0.475130636733114	11	PTU-E7	3.71323846154566
Klebsiella	mobilizable	Multiple MOB	25.5702195429521	Single replicons	5227693	0.563450201675458	3	PTU-E3	3.50826030551233
Klebsiella	mobilizable	Multiple MOB	25.5591201590874	Single replicons	5496498	0.543540125213432	5	PTU-E3	3.54580175715928
Escherichia	mobilizable	No MOB	25.5307227327954	Single replicons	5061196	51.0006455777921	4	PTU-E9	3.19005141775921
Escherichia	mobilizable	MOBQ	25.4985603356385	Single replicons	5121811	47.5324172634024	8	PTU-E7	3.71323846154566
Escherichia	mobilizable	MOBQ	25.4663516788483	Single replicons	5129351	51.5009842519685	5	PTU-E10	3.60895369927586
Escherichia	non-mobilizable	No MOB	25.4609733023205	Single replicons	4858831	47.1367723615712	6	PTU-E47	3.32489949705231
Klebsiella	mobilizable	Multiple MOB	25.4559821658515	Single replicons	6041083	0.474542952624337	9	PTU-E3	3.70646173763135
Escherichia	non-mobilizable	No MOB	25.3928940913893	Single replicons	4800098	48.1698389458272	3	PTU-E47	3.43648069500949
Escherichia	mobilizable	No MOB	25.2860959991557	Single replicons	5200778	51.7396907216495	7	PTU-E9	3.19089171692217
Enterobacter	mobilizable	MOBP	25.2330690476586	Single replicons	4736072	55.5963302752294	4	PTU-E3	3.5814945422909
Escherichia	non-mobilizable	No MOB	25.1222769012055	Single replicons	5003672	47.1367723615712	5	PTU-E47	3.32489949705231
Escherichia	mobilizable	MOBF	25.102715917966	Single replicons	5507715	43.4361766485178	2	PTU-E1	3.51930284923543
Escherichia	mobilizable	MOBQ	25.0509175120598	Single replicons	5073188	47.5213013168087	6	PTU-E7	3.71298623359438
Escherichia	mobilizable	MOBQ	24.9708794934415	Single replicons	5262974	51.4890475018459	8	PTU-E10	3.60884682232641
Escherichia	non-mobilizable	No MOB	24.8671992520492	Single replicons	4831099	50.199203187251	3	PTU-E9	3.17782497186468
Salmonella	mobilizable	No MOB	24.866265197714	Single replicons	4644025	0.430235783633842	3	PTU-E51	3.55690526905545
Escherichia	mobilizable	No MOB	24.8396394810923	Single replicons	5190359	51.8995492594978	5	PTU-E9	3.19117145572856
Escherichia	mobilizable	MOBQ	24.7902395061711	Single replicons	4856183	49.3614931237721	5	PTU-E10	3.6098077693287
Klebsiella	non-mobilizable	No MOB	24.7477729914249	Single replicons	5569742	0.574370709382151	1	PTU-E11	3.24254142829838
